Statistical profiling result from isolate-0x5b12700-84437-v8.log, (4845 ticks, 6 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%        LazyCompile: ~createNewLookupObject /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/internal/create-new-lookup-object.js:15:31
      1  100.0%          LazyCompile: ~createProtoAccessControl /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/internal/proto-access.js:19:34
      1  100.0%            LazyCompile: ~ret._setup /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/runtime.js:217:25
      1    1.5%      LazyCompile: *dirname node:path:1275:10
      1  100.0%        LazyCompile: ~lookup /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/view.js:104:40
      1  100.0%          LazyCompile: ~View /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/view.js:52:14
      1  100.0%            LazyCompile: ~render /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/application.js:531:29
      1    1.5%      LazyCompile: *aliasable /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1006:32
      1  100.0%        LazyCompile: ~setupHelper /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1020:36
      1  100.0%          LazyCompile: ~invokeAmbiguous /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%            LazyCompile: *compile /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1    1.5%      LazyCompile: *Module._nodeModulePaths node:internal/modules/cjs/loader:629:37
      1  100.0%        LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
      1  100.0%          LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: ~Module.require node:internal/modules/cjs/loader:997:36
      9    8.7%    LazyCompile: *cpus node:os:133:14
      9  100.0%      LazyCompile: ~<anonymous> file:///home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/routers/views.js:30:34
      9  100.0%        LazyCompile: ~handle /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/router/layer.js:86:49
      9  100.0%          LazyCompile: ~next /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/router/route.js:114:16
      9  100.0%            LazyCompile: ~<anonymous> file:///home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/routers/middlewares/auth.js:14:12
      4    3.8%    LazyCompile: *compileFunction node:vm:308:25
      4  100.0%      LazyCompile: ~wrapSafe node:internal/modules/cjs/loader:1017:18
      4  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      4  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      4  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24

     97    2.0%  __read
     97  100.0%    LazyCompile: *cpus node:os:133:14
     97  100.0%      LazyCompile: ~<anonymous> file:///home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/routers/views.js:30:34
     97  100.0%        LazyCompile: ~handle /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/router/layer.js:86:49
     97  100.0%          LazyCompile: ~next /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/router/route.js:114:16
     97  100.0%            LazyCompile: ~<anonymous> file:///home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/routers/middlewares/auth.js:14:12

     72    1.5%  epoll_pwait

     62    1.3%  __pthread_cond_signal
     16   25.8%    LazyCompile: *readFile node:fs:373:18
     15   93.8%      LazyCompile: ~go$readFile /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/graceful-fs/graceful-fs.js:117:26
     15  100.0%        LazyCompile: ~readFile /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/graceful-fs/graceful-fs.js:111:21
      8   53.3%          LazyCompile: *getTemplate /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-handlebars/lib/express-handlebars.js:108:20
      8  100.0%            LazyCompile: ~render /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      3   20.0%          LazyCompile: *_getFile /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-handlebars/lib/express-handlebars.js:299:17
      3  100.0%            LazyCompile: *render /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      2   13.3%          LazyCompile: ~<anonymous> node:internal/util:332:24
      2  100.0%            /usr/bin/node
      2   13.3%          LazyCompile: *<anonymous> node:internal/util:332:24
      2  100.0%            /usr/bin/node
      1    6.3%      LazyCompile: *readFile /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/graceful-fs/graceful-fs.js:111:21
      1  100.0%        LazyCompile: *_getFile /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-handlebars/lib/express-handlebars.js:299:17
      1  100.0%          LazyCompile: *render /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%            LazyCompile: *renderView /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-handlebars/lib/express-handlebars.js:183:19
     13   21.0%    LazyCompile: *readFileAfterOpen node:fs:310:27
     13   21.0%    LazyCompile: *read node:internal/fs/read_file_context:85:7
     13  100.0%      LazyCompile: ~readFileAfterStat node:fs:326:27
      1    1.6%    /usr/bin/node
      1  100.0%      LazyCompile: ~onstat /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/send/index.js:721:33
      1  100.0%        LazyCompile: ~<anonymous> node:fs:197:10

     57    1.2%  fwrite
     43   75.4%    /usr/bin/node
      2    4.7%      LazyCompile: ~serializeInto /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/parser/serializer.js:674:43
      2  100.0%        LazyCompile: ~serializeObject /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/parser/serializer.js:320:31
      2  100.0%          LazyCompile: ~serializeInto /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/parser/serializer.js:674:43
      1   50.0%            LazyCompile: ~serializeObject /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/parser/serializer.js:320:31
      1   50.0%            LazyCompile: ~serialize /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/bson.js:47:46
      2    4.7%      LazyCompile: ~realpathSync node:fs:2408:22
      2  100.0%        LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      2  100.0%          LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      2  100.0%            LazyCompile: ~resolveMainPath node:internal/modules/run_main:11:25
      2    4.7%      LazyCompile: ~find_package_json_with_name /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/require_optional/index.js:27:43
      2  100.0%        LazyCompile: ~require_optional /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/require_optional/index.js:65:32
      2  100.0%          LazyCompile: ~retrieveEJSON /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/utils.js:48:23
      2  100.0%            Function: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/index.js:1:1
      2    4.7%      LazyCompile: ~_command /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/wireprotocol/command.js:41:18
      2  100.0%        LazyCompile: ~command /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/wireprotocol/command.js:19:17
      2  100.0%          LazyCompile: ~command /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/connection.js:170:10
      2  100.0%            LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:87:41
      1    2.3%      LazyCompile: ~writeHead /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/on-headers/index.js:28:29
      1  100.0%        LazyCompile: ~_implicitHeader node:_http_server:265:68
      1  100.0%          LazyCompile: ~end /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/compression/index.js:92:28
      1  100.0%            LazyCompile: ~send /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/response.js:107:25
      1    2.3%      LazyCompile: ~useColors /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/debug/src/node.js:75:19
      1  100.0%        LazyCompile: ~createDebug /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/debug/src/debug.js:63:21
      1  100.0%          Function: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/finalhandler/index.js:1:1
      1  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1    2.3%      LazyCompile: ~translatePeerCertificate node:_tls_common:124:34
      1  100.0%        LazyCompile: ~TLSSocket.getPeerCertificate node:_tls_wrap:984:50
      1  100.0%          LazyCompile: ~onConnectSecure node:_tls_wrap:1516:25
      1  100.0%            LazyCompile: ~emit node:events:343:44
      1    2.3%      LazyCompile: ~touch /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-session/session/session.js:47:56
      1  100.0%        LazyCompile: ~end /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express-session/index.js:250:27
      1  100.0%          LazyCompile: ~end /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/compression/index.js:92:28
      1  100.0%            LazyCompile: ~send /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/express/lib/response.js:107:25
      1    2.3%      LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%          LazyCompile: ~resolveMainPath node:internal/modules/run_main:11:25
      1  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:72:31
      1    2.3%      LazyCompile: ~stringify node:internal/modules/esm/translators:99:19
      1  100.0%        LazyCompile: ~moduleStrategy node:internal/modules/esm/translators:137:56
      1  100.0%          /usr/bin/node
      1    2.3%      LazyCompile: ~setupWarningHandler node:internal/bootstrap/pre_execution:141:29
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.3%      LazyCompile: ~serialize /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/bson.js:47:46
      1  100.0%        LazyCompile: ~serializeBson /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/msg.js:126:16
      1  100.0%          LazyCompile: ~makeDocumentSegment /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/msg.js:115:22
      1  100.0%            LazyCompile: ~toBin /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/msg.js:80:8
      1    2.3%      LazyCompile: ~randomBytes node:internal/crypto/random:90:21
      1  100.0%        LazyCompile: ~prepare /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/auth/scram.js:25:10
      1  100.0%          LazyCompile: ~prepareHandshakeDocument /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:159:34
      1  100.0%            LazyCompile: ~performInitialHandshake /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:70:33
      1    2.3%      LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      1  100.0%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.3%      LazyCompile: ~parseQueryString /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/uri_parser.js:420:26
      1  100.0%        LazyCompile: ~parseConnectionString /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/uri_parser.js:560:31
      1  100.0%          LazyCompile: ~connect /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/operations/connect.js:261:17
      1  100.0%            LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/mongo_client.js:221:39
      1    2.3%      LazyCompile: ~parse /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1  100.0%        LazyCompile: ~parseWithoutProcessing /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      1  100.0%          LazyCompile: ~parse /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
      1  100.0%            LazyCompile: ~compileInput /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1    2.3%      LazyCompile: ~onParseError node:internal/url:560:22
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~URL node:internal/url:629:14
      1  100.0%            LazyCompile: ~defaultResolve node:internal/modules/esm/resolve:915:24
      1    2.3%      LazyCompile: ~messageHandler /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/connection.js:220:33
      1  100.0%        LazyCompile: ~emit node:events:343:44
      1  100.0%          LazyCompile: ~processIncomingData /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/message_stream.js:103:29
      1  100.0%            LazyCompile: ~_write /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/message_stream.js:38:9
      1    2.3%      LazyCompile: ~makeConnection /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:254:24
      1  100.0%        LazyCompile: ~connect /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:18:17
      1  100.0%          LazyCompile: ~checkServer /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/sdam/monitor.js:177:21
      1  100.0%            LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/sdam/monitor.js:286:10
      1    2.3%      LazyCompile: ~listOnTimeout node:internal/timers:505:25
      1  100.0%        LazyCompile: ~processTimers node:internal/timers:485:25
      1    2.3%      LazyCompile: ~getReadPreference /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/wireprotocol/shared.js:25:33
      1  100.0%        LazyCompile: ~_command /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/wireprotocol/command.js:41:18
      1  100.0%          LazyCompile: ~command /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/wireprotocol/command.js:19:17
      1  100.0%            LazyCompile: ~command /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/connection.js:170:10
      1    2.3%      LazyCompile: ~deserialize /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/parser/deserializer.js:19:27
      1  100.0%        LazyCompile: ~BSON.deserialize /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bson/lib/bson/bson.js:134:38
      1  100.0%          LazyCompile: ~Response.parse /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/commands.js:438:36
      1  100.0%            LazyCompile: ~messageHandler /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/connection.js:220:33
      1    2.3%      LazyCompile: ~createWritableStdioStream node:internal/bootstrap/switches/is_main_thread:41:35
      1  100.0%        LazyCompile: ~getStderr node:internal/bootstrap/switches/is_main_thread:133:19
      1  100.0%          Function: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/debug/src/node.js:1:1
      1  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1    2.3%      LazyCompile: ~createHmac node:crypto:161:20
      1  100.0%        LazyCompile: ~HMAC /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/auth/scram.js:266:14
      1  100.0%          LazyCompile: ~continueScramConversation /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/auth/scram.js:116:35
      1  100.0%            LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/auth/scram.js:106:50
      1    2.3%      LazyCompile: ~createHash node:crypto:129:20
      1  100.0%        LazyCompile: ~passwordDigest /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/auth/scram.js:221:24
      1  100.0%          LazyCompile: ~continueScramConversation /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/auth/scram.js:116:35
      1  100.0%            LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/auth/scram.js:106:50
      1    2.3%      LazyCompile: ~Readable.on node:internal/streams/readable:875:33
      1  100.0%        LazyCompile: ~Readable.pipe node:internal/streams/readable:654:35
      1  100.0%          LazyCompile: ~Connection /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/connection.js:29:14
      1  100.0%            LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:30:54
      1    2.3%      LazyCompile: ~PathExpression /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:289:42
      1  100.0%        LazyCompile: ~accept /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%          LazyCompile: ~simpleSexpr /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:264:36
      1  100.0%            LazyCompile: ~SubExpression /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:236:40
      1    2.3%      LazyCompile: ~OAuth2Strategy /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/passport-oauth2/lib/strategy.js:77:24
      1  100.0%        LazyCompile: ~Strategy /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/passport-facebook/lib/strategy.js:48:18
      1  100.0%          Script: ~<anonymous> file:///home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/routers/auth_api.js:1:1
      1  100.0%            /usr/bin/node
      1    2.3%      LazyCompile: ~Db /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/db.js:142:12
      1  100.0%        LazyCompile: ~MongoClient.db /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/mongo_client.js:295:36
      1  100.0%          LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/build/main/lib/MongoStore.js:125:19
      1  100.0%            /usr/bin/node
      1    2.3%      LazyCompile: ~BufferList.<computed> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bl/bl.js:383:44
      1  100.0%        LazyCompile: ~processIncomingData /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/message_stream.js:103:29
      1  100.0%          LazyCompile: ~_write /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/message_stream.js:38:9
      1  100.0%            LazyCompile: ~writeOrBuffer node:internal/streams/writable:365:23
      1    2.3%      LazyCompile: ~BufferList /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/bl/bl.js:6:21
      1  100.0%        LazyCompile: ~MessageStream /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/message_stream.js:28:14
      1  100.0%          LazyCompile: ~Connection /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/connection.js:29:14
      1  100.0%            LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:30:54
      1    2.3%      LazyCompile: ~<anonymous> node:path:1082:10
      1  100.0%        LazyCompile: ~resolve node:path:1091:10
      1  100.0%          LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:81:28
      1  100.0%            LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      1    2.3%      LazyCompile: ~<anonymous> /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/core/connection/connect.js:99:64
      1  100.0%        LazyCompile: ~messageHandler /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/connection.js:220:33
      1  100.0%          LazyCompile: ~emit node:events:343:44
      1  100.0%            LazyCompile: ~processIncomingData /home/hoffme/Documentos/coder/nodejs/entregas/entrega-8-a-13-,-17-,-20-,-22-a-30/node_modules/connect-mongo/node_modules/mongodb/lib/cmap/message_stream.js:103:29
